ID,Block,Set,Choice,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12
67,7,6,1,1,0,0,0,0,0,0,0,0,0,0,0
67,7,6,0,0,0,0,0,0,0,0,-1,0,0,0,0
72,2,1,0,0,0,0,0,0,0,0,-1,0,0,0,0
72,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
72,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0
72,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
72,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0
72,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0
72,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
72,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-1
72,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0
72,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0
72,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0
72,2,3,0,0,0,0,0,0,0,0,0,0,0,0,-1
72,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0
72,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0
72,2,4,0,0,0,0,0,0,0,0,0,0,0,0,-1
72,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0
72,2,5,1,0,0,0,0,1,0,0,0,0,0,0,0
72,2,5,0,0,0,0,0,0,0,0,0,0,0,0,-1
72,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0
72,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0
72,2,6,0,0,0,0,0,0,0,0,0,0,0,0,-1
72,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0
72,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0
72,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0
73,3,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
73,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0
73,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0
73,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0
73,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0
73,3,2,0,0,0,0,0,0,-1,0,0,0,0,0,0
73,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
73,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0
73,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
73,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0
73,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0
73,3,3,0,0,0,0,0,0,0,0,0,0,0,-1,0
73,3,4,0,0,0,0,0,0,0,0,0,0,0,-1,0
73,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0
73,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0
73,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0
73,3,5,1,0,0,1,0,0,0,0,0,0,0,0,0
73,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0
73,3,5,0,0,0,0,0,0,0,0,0,0,0,0,-1
73,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0
73,3,6,1,0,0,0,1,0,0,0,0,0,0,0,0
73,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0
73,3,6,0,0,0,0,0,0,0,0,-1,0,0,0,0
73,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0
78,8,1,0,0,0,0,0,0,0,0,0,-1,0,0,0
78,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0
78,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0
78,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0
78,8,2,1,0,0,0,0,1,0,0,0,0,0,0,0
78,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0
78,8,2,0,0,0,0,0,0,0,-1,0,0,0,0,0
78,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0
78,8,3,0,0,0,0,0,0,0,0,0,0,0,1,0
78,8,3,0,0,0,0,0,1,0,0,0,0,0,0,0
78,8,3,0,0,0,0,0,0,-1,0,0,0,0,0,0
78,8,3,1,0,0,0,0,0,0,0,1,0,0,0,0
78,8,4,0,0,0,0,0,0,0,0,0,-1,0,0,0
78,8,4,1,0,0,0,0,0,0,0,1,0,0,0,0
78,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0
78,8,4,0,0,0,0,0,0,0,0,0,0,0,0,1
78,8,5,1,0,0,1,0,0,0,0,0,0,0,0,0
78,8,5,0,0,0,0,0,0,0,-1,0,0,0,0,0
78,8,5,0,0,0,0,1,0,0,0,0,0,0,0,0
78,8,5,0,0,0,0,0,0,0,0,0,0,0,1,0
78,8,6,1,1,0,0,0,0,0,0,0,0,0,0,0
78,8,6,0,0,0,0,0,0,0,0,0,0,0,0,-1
78,8,6,0,0,0,0,0,1,0,0,0,0,0,0,0
78,8,6,0,0,0,0,0,0,0,0,1,0,0,0,0
82,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
82,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
82,2,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
82,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
82,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0
82,2,2,0,0,0,0,0,0,0,0,-1,0,0,0,0
82,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
82,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
82,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0
82,2,3,0,0,0,0,0,0,0,0,0,0,0,-1,0
82,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0
82,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1
82,2,4,0,0,0,0,0,0,0,-1,0,0,0,0,0
82,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0
82,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1
82,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0
82,2,5,1,0,0,0,0,1,0,0,0,0,0,0,0
82,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1
82,2,5,0,0,0,0,0,0,0,0,0,0,0,-1,0
82,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0
82,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1
82,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0
82,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0
82,2,6,0,0,0,0,0,0,0,-1,0,0,0,0,0
85,5,1,0,0,0,0,0,0,0,0,-1,0,0,0,0
85,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0
85,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
85,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0
85,5,2,0,0,0,0,0,-1,0,0,0,0,0,0,0
85,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0
85,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0
85,5,2,1,0,0,0,0,0,0,1,0,0,0,0,0
85,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0
85,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0
85,5,3,0,0,0,0,0,0,0,0,0,0,-1,0,0
85,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0
85,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0
85,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0
85,5,4,1,0,0,0,0,0,0,1,0,0,0,0,0
85,5,4,0,0,0,0,0,0,0,0,-1,0,0,0,0
85,5,5,0,0,0,0,0,0,0,0,0,0,-1,0,0
85,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0
85,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0
85,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0
85,5,6,0,0,0,0,0,0,0,0,0,0,0,1,0
85,5,6,1,0,1,0,0,0,0,0,0,0,0,0,0
85,5,6,0,0,0,0,0,0,0,0,-1,0,0,0,0
85,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0
86,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0
86,6,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
86,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0
86,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0
86,6,2,1,0,0,0,0,0,0,1,0,0,0,0,0
86,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0
86,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0
86,6,2,0,0,0,0,0,0,0,0,0,0,-1,0,0
86,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0
86,6,3,0,0,0,0,0,0,0,0,-1,0,0,0,0
86,6,3,1,0,0,0,1,0,0,0,0,0,0,0,0
86,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0
86,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0
86,6,4,0,0,0,0,0,0,0,0,0,0,0,0,-1
86,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0
86,6,4,1,0,1,0,0,0,0,0,0,0,0,0,0
86,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0
86,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0
86,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0
86,6,5,0,0,0,0,0,0,0,0,0,0,0,0,-1
86,6,6,0,0,0,0,0,0,0,0,0,0,0,-1,0
86,6,6,1,0,0,0,0,0,0,1,0,0,0,0,0
86,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0
86,6,6,0,0,0,0,0,0,0,0,1,0,0,0,0
87,7,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
87,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0
87,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0
87,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0
87,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0
87,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0
87,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0
87,7,2,0,0,0,0,0,0,0,-1,0,0,0,0,0
87,7,3,1,0,0,0,0,0,0,0,1,0,0,0,0
87,7,3,0,0,0,0,0,0,0,0,0,-1,0,0,0
87,7,3,0,0,0,0,0,0,0,1,0,0,0,0,0
87,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0
87,7,4,0,0,0,0,0,0,0,0,0,-1,0,0,0
87,7,4,0,0,0,0,0,1,0,0,0,0,0,0,0
87,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0
87,7,4,1,0,0,1,0,0,0,0,0,0,0,0,0
87,7,5,0,0,0,0,0,0,0,0,0,0,0,-1,0
87,7,5,0,0,0,0,1,0,0,0,0,0,0,0,0
